transaction_id,amount,transaction_type,sender_bank,receiver_bank,device_type,hour_of_day,day_of_week,transaction_freq_1hr,location_distance_km,new_device,failed_attempts,account_age_days,pin_changed_recently,is_weekend,timestamp,is_fraud,risk_score,upi_id,source
TXN002748,15214.87,Bill Payment,Canara,ICICI,iOS,13,0,1,345.3,0,1,831,0,0,2024-12-30 13:20:00,0,,,
TXN002749,43522.68,P2P,BOI,BOI,iOS,21,3,3,370.4,0,1,366,0,0,2024-01-18 21:49:00,0,,,
TXN002750,38976.31,Recharge,PNB,Axis,iOS,14,1,4,121.2,0,0,3421,0,0,2024-06-11 14:24:00,0,,,
TXN002751,40712.96,P2M,SBI,BOI,Web,17,1,5,286.8,0,0,1967,0,0,2024-02-27 17:18:00,0,,,
TXN002752,1776.66,Shopping,HDFC,BOI,iOS,21,1,1,16.7,0,0,3554,0,0,2024-07-09 21:33:00,0,,,
TXN002753,26791.15,Recharge,Axis,PNB,iOS,12,5,0,467.2,0,1,1463,0,1,2024-12-07 12:26:00,0,,,
TXN002754,10000.51,Shopping,HDFC,SBI,Web,21,1,9,1384.5,1,2,6,1,0,2024-09-03 21:57:00,1,,,
TXN002755,16014.64,P2M,SBI,SBI,Android,11,5,1,171.3,0,1,3242,0,1,2024-08-17 11:09:00,0,,,
TXN002756,5715.93,Recharge,BOI,SBI,Web,17,1,0,394.6,0,1,2405,0,0,2024-02-13 17:23:00,0,,,
TXN002757,21411.83,Bill Payment,SBI,Kotak,iOS,16,2,2,317.6,0,1,395,0,0,2024-02-28 16:05:00,0,,,
TXN002758,17821.13,P2P,BOI,SBI,Web,4,5,4,150.4,0,0,562,0,1,2024-06-08 04:21:00,0,,,
TXN002759,30353.03,Recharge,Axis,Axis,iOS,10,4,3,324.6,0,0,2806,0,0,2024-05-03 10:21:00,0,,,
TXN002760,7013.83,P2M,PNB,HDFC,iOS,8,3,4,458.2,1,0,2176,0,0,2024-07-04 08:20:00,0,,,
TXN002761,33397.46,Shopping,SBI,SBI,Web,10,2,4,315.3,0,1,2906,0,0,2024-11-27 10:40:00,0,,,
TXN002762,10000.9,Shopping,BOI,HDFC,Web,0,2,18,1739.5,1,4,4,1,0,2024-12-25 00:55:00,1,,,
TXN002763,28235.8,Shopping,HDFC,Axis,Android,13,5,0,248.9,1,0,1660,0,1,2024-08-17 13:13:00,0,,,
TXN002764,31339.07,Bill Payment,Kotak,BOI,iOS,10,0,5,90.3,1,0,444,0,0,2024-11-04 10:06:00,0,,,
TXN002765,18490.92,Recharge,BOI,ICICI,Android,9,2,2,109.5,0,1,1678,0,0,2024-03-20 09:55:00,0,,,
TXN002766,47205.25,Shopping,SBI,Canara,Android,14,3,5,319.4,0,1,1177,0,0,2024-09-12 14:50:00,0,,,
TXN002767,11584.69,P2P,Kotak,Kotak,iOS,9,4,3,47.0,0,1,736,0,0,2024-06-21 09:49:00,0,,,
TXN002768,112608.89,Shopping,Kotak,PNB,iOS,10,3,14,2921.4,1,3,20,0,0,2024-08-08 10:16:00,1,,,
TXN002769,150975.08,P2M,Axis,Canara,Android,22,6,6,1135.7,1,5,5,1,1,2024-08-25 22:35:00,1,,,
TXN002770,46546.07,Bill Payment,HDFC,Kotak,iOS,17,5,1,408.4,0,0,2917,0,1,2024-06-08 17:57:00,0,,,
TXN002771,38147.35,Bill Payment,BOI,HDFC,Web,10,3,5,62.0,0,1,664,0,0,2024-03-28 10:27:00,0,,,
TXN002772,40864.58,Bill Payment,HDFC,SBI,Web,12,1,0,103.9,0,0,3565,0,0,2024-03-19 12:53:00,0,,,
TXN002773,13665.79,Shopping,SBI,Kotak,Web,8,6,1,433.1,0,1,1676,0,1,2024-11-17 08:23:00,0,,,
TXN002774,46133.81,P2M,Axis,Canara,Web,16,0,3,35.9,0,0,1286,1,0,2024-08-12 16:10:00,0,,,
TXN002775,36667.82,Recharge,Canara,Kotak,iOS,10,5,1,225.7,0,1,543,0,1,2024-07-27 10:30:00,0,,,
TXN002776,16793.8,Recharge,Kotak,ICICI,Web,13,1,0,290.3,0,1,2231,0,0,2024-09-17 13:55:00,0,,,
TXN002777,30358.78,Recharge,BOI,Kotak,Web,9,2,3,244.5,0,1,673,0,0,2024-02-07 09:12:00,0,,,
TXN002778,48197.19,P2M,SBI,Axis,Android,0,1,1,202.2,0,1,2676,0,0,2024-12-17 00:21:00,0,,,
TXN002779,45098.05,P2M,Axis,Axis,Android,16,0,0,241.8,0,1,1026,0,0,2024-04-15 16:55:00,0,,,
TXN002780,10000.88,P2M,SBI,HDFC,Web,2,1,17,1507.0,1,2,6,1,0,2024-01-09 02:06:00,1,,,
TXN002781,26430.01,P2M,Canara,HDFC,iOS,16,6,2,477.5,1,1,1160,0,1,2024-11-10 16:41:00,0,,,
TXN002782,13011.93,P2M,Axis,BOI,iOS,7,1,0,10.7,0,1,80,0,0,2024-06-11 07:37:00,0,,,
TXN002783,9999.82,Shopping,ICICI,BOI,Web,4,3,20,1880.5,1,3,30,0,0,2024-03-14 04:19:00,1,,,
TXN002784,3.2,P2P,BOI,ICICI,Web,3,2,14,582.9,1,5,28,0,0,2024-01-31 03:33:00,1,,,
TXN002785,26177.43,Bill Payment,SBI,Axis,iOS,3,5,5,176.9,0,1,2204,0,1,2024-11-09 03:30:00,0,,,
TXN002786,38142.38,P2P,Canara,HDFC,iOS,14,1,1,56.9,1,0,1959,0,0,2024-12-10 14:59:00,0,,,
TXN002787,28932.41,P2P,Canara,SBI,Web,9,5,1,13.1,1,1,755,0,1,2024-01-06 09:38:00,0,,,
TXN002788,32602.07,Recharge,Axis,HDFC,iOS,10,6,2,446.4,0,0,288,0,1,2024-05-26 10:32:00,0,,,
TXN002789,7642.28,P2P,HDFC,Kotak,Web,17,1,1,287.4,0,0,3187,0,0,2024-04-16 17:11:00,0,,,
TXN002790,33801.84,Shopping,Kotak,Canara,Web,14,4,2,145.8,0,1,3255,0,0,2024-05-31 14:31:00,0,,,
TXN002791,121332.79,Bill Payment,SBI,Kotak,iOS,18,5,18,1041.7,1,3,16,0,1,2024-05-18 18:48:00,1,,,
TXN002792,26987.73,P2M,HDFC,Canara,Android,11,6,5,249.9,0,0,2557,0,1,2024-01-07 11:55:00,0,,,
TXN002793,10000.53,Recharge,Kotak,SBI,Android,17,1,11,1023.7,1,4,22,1,0,2024-01-02 17:18:00,1,,,
TXN002794,10000.77,Shopping,Axis,HDFC,iOS,4,1,10,517.8,0,3,26,0,0,2024-04-16 04:20:00,1,,,
TXN002795,6531.34,P2P,Canara,HDFC,Web,12,4,0,189.6,0,0,809,0,0,2024-04-26 12:14:00,0,,,
TXN002796,30107.25,Shopping,PNB,SBI,Web,14,1,5,125.0,0,0,2502,0,0,2024-06-11 14:29:00,0,,,
TXN002797,1.1,Bill Payment,HDFC,Canara,iOS,11,1,12,2094.2,1,5,8,1,0,2024-08-13 11:51:00,1,,,
TXN002798,9114.13,P2P,BOI,BOI,iOS,7,4,1,352.3,0,1,1991,0,0,2024-11-29 07:01:00,0,,,
TXN002799,1094.89,Shopping,SBI,PNB,iOS,10,1,2,441.8,0,1,362,0,0,2024-03-26 10:12:00,0,,,
TXN002800,10000.43,P2P,PNB,Canara,Web,15,1,20,2235.2,1,4,6,1,0,2024-11-12 15:54:00,1,,,
TXN002801,45506.66,P2P,PNB,HDFC,Android,20,3,5,57.7,0,0,434,0,0,2024-10-31 20:51:00,0,,,
TXN002802,9999.31,P2P,Canara,Kotak,Android,19,5,14,2915.4,1,2,30,0,1,2024-06-08 19:23:00,1,,,
TXN002803,46103.62,P2P,Axis,Kotak,Android,16,2,2,155.1,0,0,2253,0,0,2024-07-24 16:38:00,0,,,
TXN002804,32479.96,P2P,HDFC,ICICI,iOS,18,0,0,230.8,0,0,2693,0,0,2024-09-09 18:25:00,0,,,
TXN002805,11090.61,Recharge,PNB,BOI,iOS,7,1,5,43.9,0,0,1332,0,0,2024-09-24 07:40:00,0,,,
TXN002806,10000.55,Bill Payment,HDFC,HDFC,iOS,22,1,9,2452.9,0,5,18,0,0,2024-06-11 22:18:00,1,,,
TXN002807,10296.71,Recharge,PNB,Kotak,Web,17,4,5,353.7,0,0,1068,0,0,2024-03-29 17:19:00,0,,,
TXN002808,21830.54,P2P,HDFC,BOI,Web,10,4,1,114.4,0,1,3643,0,0,2024-09-27 10:09:00,0,,,
TXN002809,2750.16,Recharge,BOI,PNB,Android,13,4,2,48.9,0,0,1005,0,0,2024-11-01 13:51:00,0,,,
TXN002810,163034.76,Bill Payment,Kotak,HDFC,Android,18,0,18,2380.2,1,4,1,1,0,2024-04-29 18:06:00,1,,,
TXN002811,10667.61,P2M,HDFC,SBI,iOS,22,5,1,320.9,0,1,3072,0,1,2024-11-30 22:06:00,0,,,
TXN002812,42393.01,P2P,HDFC,Axis,Android,4,2,3,288.3,0,1,1884,0,0,2024-09-04 04:34:00,0,,,
TXN002813,34778.02,P2M,PNB,Canara,Android,11,2,2,244.2,0,0,1005,0,0,2024-05-22 11:40:00,0,,,
TXN002814,30153.05,Recharge,PNB,SBI,iOS,3,4,4,385.9,0,1,3457,0,0,2024-12-06 03:27:00,0,,,
TXN002815,39760.19,Recharge,Kotak,SBI,Web,9,2,5,57.8,0,1,2311,0,0,2024-01-10 09:05:00,0,,,
TXN002816,8465.91,Bill Payment,Canara,ICICI,iOS,2,0,0,299.5,0,0,2086,0,0,2024-12-02 02:22:00,0,,,
TXN002817,2490.87,Shopping,PNB,Kotak,Android,21,2,5,445.9,0,1,2632,0,0,2024-11-06 21:38:00,0,,,
TXN002818,36055.77,P2P,BOI,Axis,Android,20,3,3,88.8,0,0,2121,0,0,2024-11-21 20:53:00,0,,,
TXN002819,7513.15,P2M,Axis,Axis,Android,16,4,4,166.1,0,0,3218,0,0,2024-03-01 16:29:00,0,,,
TXN002820,19514.82,P2P,BOI,ICICI,Web,13,2,5,354.2,0,1,3129,0,0,2024-06-26 13:00:00,0,,,
TXN002821,5815.2,Bill Payment,Canara,Axis,Web,21,5,2,395.6,0,1,802,0,1,2024-02-17 21:12:00,0,,,
TXN002822,12726.47,Shopping,Axis,Canara,iOS,20,2,2,361.2,1,1,788,1,0,2024-02-21 20:43:00,0,,,
TXN002823,10000.24,P2P,PNB,PNB,Web,9,0,15,2990.9,1,4,8,0,0,2024-06-24 09:03:00,1,,,
TXN002824,34196.89,Shopping,PNB,Canara,Android,13,3,5,303.4,0,0,2031,0,0,2024-11-07 13:51:00,0,,,
TXN002825,36085.79,P2P,Axis,Axis,Android,7,5,0,63.8,0,0,1343,0,1,2024-12-14 07:50:00,0,,,
TXN002826,10000.89,P2M,ICICI,Axis,Android,0,0,13,2886.7,0,2,6,1,0,2024-05-13 00:25:00,1,,,
TXN002827,27890.22,Shopping,Kotak,Axis,Web,17,2,2,443.2,0,1,272,0,0,2024-09-25 17:48:00,0,,,
TXN002828,5250.29,P2P,Axis,HDFC,iOS,13,3,4,439.0,0,0,1994,0,0,2024-09-26 13:22:00,0,,,
TXN002829,37032.76,P2P,Axis,HDFC,iOS,9,3,0,257.9,0,0,1858,0,0,2024-07-11 09:41:00,0,,,
TXN002830,15086.79,P2M,HDFC,HDFC,Android,16,5,1,270.2,0,1,2692,0,1,2024-10-05 16:35:00,0,,,
TXN002831,22274.91,Recharge,SBI,SBI,iOS,16,0,3,84.5,0,1,1293,1,0,2024-10-21 16:17:00,0,,,
TXN002832,45911.72,Shopping,SBI,ICICI,Web,11,0,1,427.0,0,0,2762,0,0,2024-09-16 11:33:00,0,,,
TXN002833,11624.77,Shopping,ICICI,PNB,Web,23,1,1,364.6,0,1,2001,0,0,2024-01-30 23:51:00,0,,,
TXN002834,17711.79,Recharge,SBI,BOI,iOS,13,1,2,50.2,0,0,916,0,0,2024-07-09 13:27:00,0,,,
TXN002835,44586.17,P2P,BOI,HDFC,Android,6,3,3,106.6,0,0,439,0,0,2024-12-05 06:44:00,0,,,
TXN002836,29518.23,P2P,Axis,Canara,iOS,11,0,4,122.5,0,0,3474,0,0,2024-04-22 11:01:00,0,,,
TXN002837,48626.77,Shopping,ICICI,SBI,Android,0,5,4,315.5,0,1,429,0,1,2024-04-20 00:31:00,0,,,
TXN002838,45977.89,Bill Payment,ICICI,Kotak,iOS,13,2,1,403.2,0,1,1868,0,0,2024-01-24 13:30:00,0,,,
TXN002839,46584.57,Shopping,SBI,PNB,Web,9,2,2,30.3,0,1,3448,0,0,2024-07-03 09:56:00,0,,,
TXN002840,19235.65,P2P,PNB,Canara,Web,20,1,5,59.8,1,1,680,0,0,2024-08-13 20:39:00,0,,,
TXN002841,48485.03,Recharge,Kotak,Kotak,iOS,2,0,5,487.7,0,0,2358,0,0,2024-04-29 02:20:00,0,,,
TXN002842,47573.58,P2M,SBI,PNB,iOS,12,6,4,389.9,0,1,1109,0,1,2024-12-22 12:46:00,0,,,
TXN002843,4.25,Recharge,Canara,PNB,Web,22,4,18,1710.9,1,3,2,1,0,2024-12-06 22:20:00,1,,,
TXN002844,33980.88,Bill Payment,SBI,BOI,Web,3,5,1,442.1,0,0,1271,0,1,2024-01-13 03:04:00,0,,,
TXN002845,28549.85,Bill Payment,SBI,SBI,iOS,18,6,2,154.7,0,0,85,1,1,2024-05-19 18:27:00,0,,,
TXN002846,12750.95,Recharge,SBI,Kotak,Web,11,4,3,264.2,0,1,1467,0,0,2024-11-15 11:29:00,0,,,
TXN002847,7107.04,Recharge,PNB,HDFC,Android,10,0,2,221.7,1,0,2202,1,0,2024-08-05 10:08:00,0,,,
TXN002848,5614.15,P2P,PNB,PNB,Web,16,5,3,176.5,0,1,275,0,1,2024-02-24 16:50:00,0,,,
TXN002849,86039.69,Recharge,Axis,HDFC,Web,18,5,18,2209.4,1,5,28,0,1,2024-05-11 18:04:00,1,,,
TXN002850,10000.65,Shopping,Kotak,Kotak,iOS,7,4,17,1679.5,1,4,13,1,0,2024-10-25 07:29:00,1,,,
TXN002851,20976.82,Shopping,Axis,ICICI,Web,11,0,4,451.3,0,1,374,0,0,2024-11-25 11:32:00,0,,,
TXN002852,3374.85,Shopping,ICICI,Canara,Web,7,4,3,316.4,0,1,3173,0,0,2024-05-03 07:55:00,0,,,
TXN002853,48956.86,Shopping,Kotak,BOI,iOS,7,3,2,485.7,0,1,111,0,0,2024-05-16 07:58:00,0,,,
TXN002854,43198.08,Recharge,Axis,Canara,iOS,10,4,4,77.3,0,1,2324,1,0,2024-07-26 10:15:00,0,,,
TXN002855,33681.93,P2M,PNB,HDFC,Web,13,4,4,235.0,0,0,1347,0,0,2024-05-10 13:54:00,0,,,
TXN002856,9999.25,Shopping,HDFC,HDFC,Web,14,2,18,2516.8,1,5,25,1,0,2024-06-05 14:28:00,1,,,
TXN002857,18245.4,Shopping,Canara,SBI,Web,11,3,2,288.4,0,0,493,0,0,2024-05-09 11:08:00,0,,,
TXN002858,21028.81,Shopping,BOI,Canara,Android,19,2,0,13.1,0,1,3035,0,0,2024-06-12 19:36:00,0,,,
TXN002859,42787.51,P2P,ICICI,PNB,Web,17,6,0,135.8,0,1,3494,0,1,2024-09-01 17:30:00,0,,,
TXN002860,9999.56,Bill Payment,Kotak,Kotak,iOS,8,5,15,1645.7,1,4,13,0,1,2024-11-23 08:53:00,1,,,
TXN002861,16848.07,P2M,SBI,PNB,Android,16,4,5,205.0,0,1,2855,0,0,2024-08-30 16:24:00,0,,,
TXN002862,44925.87,P2M,Canara,BOI,Web,21,5,3,80.3,0,1,565,0,1,2024-01-06 21:43:00,0,,,
TXN002863,25380.42,Recharge,BOI,SBI,Android,14,2,4,290.5,0,0,3042,0,0,2024-01-31 14:45:00,0,,,
TXN002864,21189.22,Shopping,Kotak,Axis,Web,15,1,5,93.7,0,1,1112,0,0,2024-01-16 15:50:00,0,,,
TXN002865,2841.08,Shopping,Kotak,ICICI,iOS,13,0,0,216.2,0,1,3596,0,0,2024-07-22 13:51:00,0,,,
TXN002866,21009.55,Recharge,ICICI,PNB,Web,10,5,0,194.8,0,1,2413,0,1,2024-02-03 10:37:00,0,,,
TXN002867,1813.39,P2M,SBI,Canara,Web,12,2,3,306.5,0,1,2589,0,0,2024-02-07 12:22:00,0,,,
TXN002868,10000.51,P2M,Kotak,Kotak,Android,9,2,9,1021.3,0,3,27,0,0,2024-10-23 09:01:00,1,,,
TXN002869,4523.44,Shopping,Kotak,BOI,iOS,11,1,2,453.8,0,0,2671,0,0,2024-10-22 11:40:00,0,,,
TXN002870,1.96,P2M,Axis,SBI,iOS,23,6,18,2787.1,1,2,3,1,1,2024-02-18 23:16:00,1,,,
TXN002871,19244.74,P2M,Canara,PNB,Web,12,4,4,126.9,0,1,3417,0,0,2024-08-09 12:41:00,0,,,
TXN002872,49873.32,Shopping,PNB,SBI,Web,19,5,2,192.5,0,1,1018,0,1,2024-09-28 19:32:00,0,,,
TXN002873,40816.55,P2P,BOI,ICICI,iOS,17,5,1,341.9,1,1,2387,0,1,2024-08-17 17:30:00,0,,,
TXN002874,4.17,Shopping,Canara,Canara,Web,15,4,14,2188.9,0,5,5,1,0,2024-03-15 15:17:00,1,,,
TXN002875,36692.75,Recharge,Canara,ICICI,Web,19,3,2,430.3,1,0,3532,0,0,2024-09-26 19:36:00,0,,,
TXN002876,12862.98,P2M,BOI,BOI,iOS,17,0,4,41.7,0,1,1584,0,0,2024-07-15 17:58:00,0,,,
TXN002877,37469.89,Bill Payment,HDFC,SBI,iOS,7,1,1,37.2,0,0,104,0,0,2024-06-11 07:31:00,0,,,
TXN002878,28343.27,Shopping,HDFC,Kotak,Web,8,3,5,124.2,1,0,1759,0,0,2024-05-23 08:15:00,0,,,
TXN002879,40020.2,Bill Payment,Kotak,PNB,iOS,11,5,1,185.0,0,0,154,0,1,2024-02-10 11:37:00,0,,,
TXN002880,11270.15,Bill Payment,Axis,HDFC,iOS,19,0,0,347.2,0,0,2750,0,0,2024-04-22 19:30:00,0,,,
TXN002881,47579.22,P2M,Canara,SBI,Android,18,0,1,471.9,0,1,902,0,0,2024-04-29 18:00:00,0,,,
TXN002882,43738.83,Bill Payment,SBI,SBI,iOS,7,1,1,206.9,1,0,3573,0,0,2024-05-28 07:36:00,0,,,
TXN002883,10000.69,Shopping,SBI,Kotak,iOS,11,3,10,2788.9,1,2,9,1,0,2024-07-25 11:03:00,1,,,
TXN002884,174507.55,Recharge,SBI,ICICI,iOS,23,5,7,2735.5,0,2,19,0,1,2024-06-22 23:03:00,1,,,
TXN002885,39025.15,Recharge,SBI,PNB,iOS,18,2,2,398.3,0,1,2015,0,0,2024-12-25 18:55:00,0,,,
TXN002886,42135.55,Bill Payment,SBI,BOI,Web,11,6,3,175.0,0,0,765,0,1,2024-03-17 11:20:00,0,,,
TXN002887,33149.61,P2P,ICICI,Canara,iOS,16,2,0,390.2,0,1,3522,0,0,2024-07-31 16:48:00,0,,,
TXN002888,67371.34,P2M,BOI,Canara,Web,10,6,5,2868.1,1,4,12,1,1,2024-07-07 10:35:00,1,,,
TXN002889,42515.39,Shopping,Kotak,ICICI,Web,11,2,2,367.1,1,1,1172,0,0,2024-01-24 11:16:00,0,,,
TXN002890,39550.78,Recharge,BOI,ICICI,iOS,1,2,5,173.3,1,1,3385,0,0,2024-10-02 01:03:00,0,,,
TXN002891,43889.53,P2P,Canara,BOI,Web,21,3,2,71.5,1,0,1237,0,0,2024-08-15 21:02:00,0,,,
TXN002892,21962.53,P2M,Canara,BOI,iOS,1,2,0,450.8,0,1,2392,0,0,2024-08-07 01:34:00,0,,,
TXN002893,34161.69,P2P,HDFC,Canara,iOS,10,6,3,391.7,0,0,3292,0,1,2024-03-03 10:55:00,0,,,
TXN002894,5552.99,Bill Payment,PNB,Canara,iOS,17,3,3,456.3,0,0,2106,0,0,2024-01-04 17:00:00,0,,,
TXN002895,143769.81,P2P,Kotak,Axis,Android,12,4,7,2010.3,1,3,18,0,0,2024-09-06 12:08:00,1,,,
TXN002896,29597.58,Recharge,Canara,Kotak,Web,8,3,3,476.0,0,1,2220,0,0,2024-07-04 08:10:00,0,,,
TXN002897,128581.62,Shopping,SBI,HDFC,Android,10,5,13,2520.3,1,5,19,0,1,2024-10-26 10:51:00,1,,,
TXN002898,8266.95,P2P,ICICI,PNB,iOS,17,3,4,108.1,1,0,3551,0,0,2024-03-07 17:03:00,0,,,
TXN002899,1933.86,P2P,Axis,PNB,iOS,6,3,5,84.2,1,1,2972,0,0,2024-07-25 06:55:00,0,,,
TXN002900,44251.07,P2M,BOI,PNB,Web,15,1,3,219.1,0,0,1814,0,0,2024-06-11 15:07:00,0,,,
TXN002901,46185.36,P2M,SBI,ICICI,Android,17,1,0,66.4,0,1,2133,0,0,2024-07-16 17:54:00,0,,,
TXN002902,13802.63,Recharge,Axis,Canara,Android,4,1,0,193.6,0,1,2320,0,0,2024-10-08 04:58:00,0,,,
TXN002903,26795.48,Shopping,Kotak,Kotak,Android,9,0,0,377.3,0,0,1820,0,0,2024-05-27 09:57:00,0,,,
TXN002904,37764.78,Recharge,SBI,Canara,Android,17,6,0,138.3,1,1,3456,0,1,2024-04-28 17:01:00,0,,,
TXN002905,28265.97,P2P,PNB,Axis,Android,18,6,2,311.9,1,1,1944,0,1,2024-05-05 18:30:00,0,,,
TXN002906,747.66,P2M,SBI,SBI,iOS,13,5,0,79.9,0,1,1538,0,1,2024-09-28 13:36:00,0,,,
TXN002907,39755.78,P2M,SBI,Kotak,Android,19,4,4,272.7,0,1,1375,0,0,2024-03-01 19:57:00,0,,,
TXN002908,1227.84,P2P,PNB,ICICI,Web,8,0,2,392.0,0,1,1319,0,0,2024-03-25 08:32:00,0,,,
TXN002909,15986.95,Shopping,Canara,PNB,Android,11,0,1,164.7,0,0,406,0,0,2024-01-29 11:07:00,0,,,
TXN002910,6113.02,Bill Payment,HDFC,Kotak,Android,22,3,5,60.2,0,1,389,0,0,2024-11-14 22:47:00,0,,,
TXN002911,9.43,Recharge,ICICI,BOI,Web,15,0,16,669.4,1,3,7,0,0,2024-01-22 15:17:00,1,,,
TXN002912,45869.46,P2M,SBI,BOI,Android,10,3,3,418.7,0,0,2792,0,0,2024-04-25 10:32:00,0,,,
TXN002913,9942.75,Shopping,Kotak,HDFC,Android,18,0,1,150.8,0,0,863,0,0,2024-08-12 18:05:00,0,,,
TXN002914,26764.76,Recharge,PNB,Axis,Android,18,3,3,194.7,0,0,1794,0,0,2024-10-17 18:14:00,0,,,
TXN002915,45057.37,Shopping,PNB,HDFC,iOS,21,4,2,186.4,0,0,1537,1,0,2024-12-20 21:38:00,0,,,
TXN002916,11643.2,P2P,ICICI,Axis,Android,15,6,3,308.7,0,1,3229,0,1,2024-02-25 15:34:00,0,,,
TXN002917,40524.38,P2P,ICICI,PNB,Android,9,1,4,262.6,0,0,2739,0,0,2024-04-23 09:44:00,0,,,
TXN002918,35688.22,Bill Payment,Canara,SBI,iOS,8,1,0,12.1,0,1,1584,0,0,2024-01-09 08:16:00,0,,,
TXN002919,19441.03,P2P,PNB,Axis,iOS,17,6,3,366.8,0,1,859,0,1,2024-08-25 17:20:00,0,,,
TXN002920,2903.62,Shopping,ICICI,Kotak,iOS,14,3,1,95.0,0,1,151,0,0,2024-09-26 14:09:00,0,,,
TXN002921,31548.92,Recharge,Axis,BOI,iOS,13,1,5,461.1,0,0,2337,0,0,2024-02-20 13:33:00,0,,,
TXN002922,49259.94,Recharge,HDFC,ICICI,iOS,8,3,0,439.7,0,1,76,1,0,2024-11-28 08:41:00,0,,,
TXN002923,15585.78,P2P,Canara,ICICI,Android,19,0,4,336.0,0,0,1759,0,0,2024-07-08 19:10:00,0,,,
TXN002924,5052.14,Shopping,SBI,PNB,Web,15,2,3,4.2,0,0,2205,0,0,2024-08-21 15:38:00,0,,,
TXN002925,45417.35,Bill Payment,BOI,PNB,Web,22,2,0,472.1,0,1,2217,0,0,2024-10-09 22:36:00,0,,,
TXN002926,34605.62,P2P,BOI,BOI,Web,20,2,3,29.9,1,0,2774,0,0,2024-11-20 20:08:00,0,,,
TXN002927,14889.25,Recharge,SBI,Axis,iOS,11,5,4,238.3,0,0,2652,1,1,2024-11-23 11:38:00,0,,,
TXN002928,46118.09,P2P,PNB,PNB,iOS,15,3,1,219.4,0,1,124,0,0,2024-06-20 15:45:00,0,,,
TXN002929,31833.82,Bill Payment,BOI,ICICI,iOS,9,1,5,38.9,0,0,3473,0,0,2024-08-13 09:12:00,0,,,
TXN002930,30118.42,P2P,PNB,Canara,iOS,21,3,1,417.5,0,0,1871,0,0,2024-05-09 21:15:00,0,,,
TXN002931,1610.98,P2P,PNB,Canara,iOS,10,0,3,260.4,0,1,1066,0,0,2024-01-08 10:58:00,0,,,
TXN002932,48526.51,Bill Payment,PNB,Kotak,Android,8,6,5,242.9,0,1,1434,0,1,2024-11-03 08:39:00,0,,,
TXN002933,28115.2,Recharge,Canara,Kotak,Android,12,1,4,89.3,0,1,693,0,0,2024-08-20 12:11:00,0,,,
TXN002934,1183.31,Shopping,Axis,Axis,Web,11,0,1,258.4,0,0,2311,0,0,2024-05-13 11:06:00,0,,,
TXN002935,10000.5,Recharge,HDFC,SBI,Android,11,2,13,1558.0,1,5,6,1,0,2024-03-20 11:22:00,1,,,
TXN002936,18652.54,Shopping,ICICI,BOI,Android,10,3,4,457.0,0,0,2921,0,0,2024-10-10 10:03:00,0,,,
TXN002937,31348.56,Recharge,SBI,BOI,Android,0,1,0,364.9,0,1,1719,0,0,2024-07-23 00:02:00,0,,,
TXN002938,39161.58,Bill Payment,Kotak,PNB,iOS,14,0,0,298.6,0,1,3448,0,0,2024-02-12 14:00:00,0,,,
TXN002939,12438.42,Recharge,Kotak,ICICI,Android,5,4,4,434.6,0,0,2710,0,0,2024-08-30 05:56:00,0,,,
TXN002940,15746.42,P2M,SBI,Canara,Android,18,3,5,337.4,0,1,2841,0,0,2024-03-07 18:21:00,0,,,
TXN002941,20589.2,P2P,Canara,HDFC,Android,12,1,0,22.9,0,1,3106,0,0,2024-07-23 12:36:00,0,,,
TXN002942,12648.85,Bill Payment,Axis,Kotak,Web,15,1,0,203.6,0,1,1752,0,0,2024-07-02 15:02:00,0,,,
TXN002943,38141.68,P2M,Kotak,Canara,iOS,12,1,3,336.9,0,0,3500,0,0,2024-03-12 12:58:00,0,,,
TXN002944,13176.54,Shopping,Canara,PNB,iOS,7,0,1,254.2,0,1,817,0,0,2024-07-29 07:00:00,0,,,
TXN002945,45014.09,Bill Payment,ICICI,ICICI,Android,13,1,5,93.6,0,0,2787,0,0,2024-06-11 13:36:00,0,,,
TXN002946,10000.88,P2M,ICICI,Kotak,iOS,6,1,9,2007.7,1,4,10,0,0,2024-12-03 06:15:00,1,,,
TXN002947,26269.75,Recharge,Canara,ICICI,iOS,21,3,5,365.7,0,0,1238,0,0,2024-09-12 21:44:00,0,,,
TXN002948,38228.25,P2P,SBI,BOI,iOS,16,2,1,393.5,0,0,2739,0,0,2024-11-13 16:30:00,0,,,
TXN002949,39613.95,P2M,Axis,HDFC,iOS,19,4,4,286.2,0,1,741,0,0,2024-01-12 19:02:00,0,,,
TXN002950,6565.41,P2M,Kotak,HDFC,Android,8,1,2,253.0,0,1,3203,0,0,2024-03-05 08:27:00,0,,,
TXN002951,18192.74,Bill Payment,BOI,PNB,Android,14,3,2,383.5,0,1,966,0,0,2024-10-17 14:05:00,0,,,
TXN002952,49695.08,P2P,BOI,Axis,Android,9,6,2,137.6,0,1,2863,1,1,2024-04-14 09:58:00,0,,,
TXN002953,11974.62,P2P,Canara,Axis,Web,11,3,1,161.3,0,1,3539,0,0,2024-11-28 11:18:00,0,,,
TXN002954,6184.37,Shopping,HDFC,PNB,iOS,14,2,0,397.1,0,1,2640,0,0,2024-02-07 14:40:00,0,,,
TXN002955,24794.34,P2P,Canara,SBI,Web,14,4,3,317.8,0,1,268,0,0,2024-10-25 14:13:00,0,,,
